,area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
18,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,detailed,3070280.0,0.5,,,,51.23,1060550.0,0.3,26.54,34.72,46.61,61.65,79.96,550210.0,720220.0,960940.0,1280230.0,1660330.0,,
19,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,broad,3070280.0,0.5,,,,51.23,1060550.0,0.3,26.54,34.72,46.61,61.65,79.96,550210.0,720220.0,960940.0,1280230.0,1660330.0,,
20,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3020,Computer and Information Systems Managers,broad,4330960.0,0.6,,,,75.19,1560390.0,0.3,42.06,54.38,70.37,89.24,0.0,870480.0,1130110.0,1460360.0,1850610.0,0.0,,
21,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,4330960.0,0.6,,,,75.19,1560390.0,0.3,42.06,54.38,70.37,89.24,0.0,870480.0,1130110.0,1460360.0,1850610.0,0.0,,
22,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3030,Financial Managers,broad,6540790.0,0.6,,,,70.93,1470530.0,0.3,32.87,44.38,62.45,87.49,0.0,680370.0,920310.0,1290890.0,1810980.0,0.0,,
23,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,6540790.0,0.6,,,,70.93,1470530.0,0.3,32.87,44.38,62.45,87.49,0.0,680370.0,920310.0,1290890.0,1810980.0,0.0,,
24,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3050,Industrial Production Managers,broad,1850790.0,0.9,,,,55.34,1150110.0,0.3,31.27,39.62,50.71,65.81,84.65,650050.0,820400.0,1050480.0,1360880.0,1760070.0,,
25,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,1850790.0,0.9,,,,55.34,1150110.0,0.3,31.27,39.62,50.71,65.81,84.65,650050.0,820400.0,1050480.0,1360880.0,1760070.0,,
26,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3060,Purchasing Managers,broad,720100.0,0.8,,,,61.73,1280400.0,0.4,34.35,44.5,58.23,73.51,92.98,710450.0,920560.0,1210110.0,1520890.0,1930400.0,,
27,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,720100.0,0.8,,,,61.73,1280400.0,0.4,34.35,44.5,58.23,73.51,92.98,710450.0,920560.0,1210110.0,1520890.0,1930400.0,,
28,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3070,Transportation0 Storage0 and Distribution Managers,broad,1320040.0,0.9,,,,49.67,1030320.0,0.4,26.85,34.64,45.46,59.84,77.17,550850.0,720050.0,940560.0,1240460.0,1600500.0,,
29,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3071,Transportation0 Storage0 and Distribution Managers,detailed,1320040.0,0.9,,,,49.67,1030320.0,0.4,26.85,34.64,45.46,59.84,77.17,550850.0,720050.0,940560.0,1240460.0,1600500.0,,
30,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3110,Compensation and Benefits Managers,broad,160900.0,1.9,,,,64.52,1340210.0,0.7,33.59,43.96,58.78,78.83,0.0,690870.0,910430.0,1220270.0,1630980.0,0.0,,
31,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,160900.0,1.9,,,,64.52,1340210.0,0.7,33.59,43.96,58.78,78.83,0.0,690870.0,910430.0,1220270.0,1630980.0,0.0,,
32,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3120,Human Resources Managers,broad,1540800.0,0.7,,,,62.29,1290570.0,0.3,32.84,42.38,56.11,75.27,98.9,680300.0,880150.0,1160720.0,1560560.0,2050720.0,,
33,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,1540800.0,0.7,,,,62.29,1290570.0,0.3,32.84,42.38,56.11,75.27,98.9,680300.0,880150.0,1160720.0,1560560.0,2050720.0,,
34,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3130,Training and Development Managers,broad,380510.0,1.2,,,,59.36,1230470.0,0.4,31.12,40.73,54.5,73.24,94.27,640720.0,840720.0,1130350.0,1520340.0,1960070.0,,
35,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,380510.0,1.2,,,,59.36,1230470.0,0.4,31.12,40.73,54.5,73.24,94.27,640720.0,840720.0,1130350.0,1520340.0,1960070.0,,
36,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,206280970.0,0.3,,,,49.31,1020560.0,0.2,21.43,30.17,43.9,61.69,82.13,440560.0,620760.0,910300.0,1280310.0,1700820.0,,
37,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9010,Farmers0 Ranchers0 and Other Agricultural Managers,broad,50060.0,5.1,,,,38.63,800360.0,2.3,18.04,25.9,34.21,47.72,63.83,370530.0,530870.0,710160.0,990260.0,1320760.0,,
38,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9013,Farmers0 Ranchers0 and Other Agricultural Managers,detailed,50060.0,5.1,,,,38.63,800360.0,2.3,18.04,25.9,34.21,47.72,63.83,370530.0,530870.0,710160.0,990260.0,1320760.0,,
39,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9020,Construction Managers,broad,2930380.0,0.9,,,,50.48,1050000.0,0.4,26.99,34.57,45.8,60.6,79.23,560140.0,710900.0,950260.0,1260040.0,1640790.0,,
40,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,2930380.0,0.9,,,,50.48,1050000.0,0.4,26.99,34.57,45.8,60.6,79.23,560140.0,710900.0,950260.0,1260040.0,1640790.0,,
41,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9030,Education and Childcare Administrators,broad,5120820.0,0.6,,,,47.25,980270.0,0.6,23.87,32.62,43.81,57.98,74.77,490650.0,670850.0,910130.0,1200600.0,1550510.0,,
42,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9031,Education and Childcare Administrators0 Preschool and Daycare,detailed,520360.0,1.7,,,,25.81,530690.0,1.0,14.83,17.99,23.18,29.85,39.71,300850.0,370420.0,480210.0,620090.0,820590.0,,
43,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9032,Education Administrators0 Kindergarten through Secondary,detailed,2710020.0,0.8,,,,0.0,1000340.0,0.8,0.0,0.0,0.0,0.0,0.0,630070.0,760650.0,960400.0,1210500.0,1480630.0,1.0,
44,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9033,Education Administrators0 Postsecondary,detailed,1440880.0,1.1,,,,54.04,1120400.0,0.7,26.59,33.89,45.87,64.94,93.31,550320.0,700490.0,950410.0,1350070.0,1940090.0,,
45,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9039,Education Administrators0 All Other,detailed,440550.0,2.2,,,,44.3,920150.0,1.0,22.17,29.46,41.08,55.76,70.28,460110.0,610280.0,850450.0,1150990.0,1460190.0,,
46,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9040,Architectural and Engineering Managers,broad,1940250.0,1.0,,,,73.52,1520930.0,0.3,44.48,55.61,69.63,86.16,0.0,920510.0,1150670.0,1440830.0,1790220.0,0.0,,
47,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,1940250.0,1.0,,,,73.52,1520930.0,0.3,44.48,55.61,69.63,86.16,0.0,920510.0,1150670.0,1440830.0,1790220.0,0.0,,
48,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9050,Food Service Managers,broad,2350470.0,1.2,,,,28.76,590820.0,0.5,15.97,20.32,26.6,34.27,44.73,330210.0,420260.0,550320.0,710270.0,930040.0,,
49,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,2350470.0,1.2,,,,28.76,590820.0,0.5,15.97,20.32,26.6,34.27,44.73,330210.0,420260.0,550320.0,710270.0,930040.0,,
50,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,40450.0,3.5,,,,40.72,840700.0,1.2,22.67,28.29,36.04,47.0,65.7,470160.0,580840.0,740970.0,970770.0,1360650.0,,
51,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9080,Lodging Managers,broad,380340.0,2.4,,,,30.56,630570.0,1.1,15.09,19.24,26.17,36.12,50.83,310380.0,400010.0,540430.0,750130.0,1050720.0,,
52,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,380340.0,2.4,,,,30.56,630570.0,1.1,15.09,19.24,26.17,36.12,50.83,310380.0,400010.0,540430.0,750130.0,1050720.0,,
53,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9110,Medical and Health Services Managers,broad,3940910.0,0.6,,,,55.37,1150160.0,0.3,28.28,36.91,48.55,64.19,90.86,580820.0,760770.0,1000980.0,1330520.0,1890000.0,,
54,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,3940910.0,0.6,,,,55.37,1150160.0,0.3,28.28,36.91,48.55,64.19,90.86,580820.0,760770.0,1000980.0,1330520.0,1890000.0,,
55,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9120,Natural Sciences Managers,broad,670720.0,4.8,,,,69.93,1450450.0,2.0,31.76,45.65,62.07,84.86,0.0,660050.0,940940.0,1290100.0,1760510.0,0.0,,
56,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,670720.0,4.8,,,,69.93,1450450.0,2.0,31.76,45.65,62.07,84.86,0.0,660050.0,940940.0,1290100.0,1760510.0,0.0,,
57,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9130,Postmasters and Mail Superintendents,broad,130850.0,0.4,,,,37.6,780220.0,0.1,31.43,33.73,36.97,41.49,45.62,650370.0,700160.0,760900.0,860300.0,940880.0,,
58,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,130850.0,0.4,,,,37.6,780220.0,0.1,31.43,33.73,36.97,41.49,45.62,650370.0,700160.0,760900.0,860300.0,940880.0,,
59,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9140,Property0 Real Estate0 and Community Association Managers,broad,2200750.0,1.3,,,,34.48,710720.0,0.9,14.92,20.02,28.25,40.59,62.1,310030.0,410630.0,580760.0,840430.0,1290160.0,,
60,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9141,Property0 Real Estate0 and Community Association Managers,detailed,2200750.0,1.3,,,,34.48,710720.0,0.9,14.92,20.02,28.25,40.59,62.1,310030.0,410630.0,580760.0,840430.0,1290160.0,,
61,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9150,Social and Community Service Managers,broad,1560460.0,1.5,,,,35.05,720900.0,0.5,19.82,25.23,32.28,42.39,54.08,410220.0,520480.0,670150.0,880180.0,1120480.0,,
62,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,1560460.0,1.5,,,,35.05,720900.0,0.5,19.82,25.23,32.28,42.39,54.08,410220.0,520480.0,670150.0,880180.0,1120480.0,,
63,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9160,Emergency Management Directors,broad,100060.0,1.4,,,,39.68,820530.0,0.8,19.44,25.99,35.86,49.68,67.9,400430.0,540050.0,740590.0,1030330.0,1410230.0,,
64,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,100060.0,1.4,,,,39.68,820530.0,0.8,19.44,25.99,35.86,49.68,67.9,400430.0,540050.0,740590.0,1030330.0,1410230.0,,
65,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,90400.0,3.3,,,,45.78,950220.0,3.6,21.21,27.42,36.71,53.52,77.82,440120.0,570020.0,760350.0,1110310.0,1610870.0,,
66,99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9198,Personal Service Managers0 All Other; Entertainment and Recreation Managers0 Except Gambling; and Managers0 All Other,detailed,4720060.0,0.5,,,,57.07,1180710.0,0.3,25.67,37.07,53.19,70.99,91.99,530380.0,770100.0,1100630.0,1470660.0,1910340.0,,
67,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,801830750.0,0.2,,,,37.56,780130.0,0.2,18.76,25.06,33.57,45.61,60.6,390020.0,520130.0,690820.0,940870.0,1260040.0,,
68,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,504270140.0,0.3,,,,36.31,750530.0,0.2,18.32,24.56,33.04,44.73,58.57,380090.0,510090.0,680730.0,930030.0,1210830.0,,
69,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1010,Agents and Business Managers of Artists0 Performers0 and Athletes,broad,170060.0,12.4,,,,46.72,970170.0,4.0,17.93,24.32,35.45,57.9,91.07,370300.0,500590.0,730740.0,1200430.0,1890420.0,,
70,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1011,Agents and Business Managers of Artists0 Performers0 and Athletes,detailed,170060.0,12.4,,,,46.72,970170.0,4.0,17.93,24.32,35.45,57.9,91.07,370300.0,500590.0,730740.0,1200430.0,1890420.0,,
71,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,4210280.0,0.7,,,,33.5,690680.0,0.3,18.38,23.69,30.95,40.69,51.69,380230.0,490280.0,640380.0,840630.0,1070510.0,,
72,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,broad,4210280.0,0.7,,,,33.5,690680.0,0.3,18.38,23.69,30.95,40.69,51.69,380230.0,490280.0,640380.0,840630.0,1070510.0,,
73,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1030,Claims Adjusters0 Appraisers0 Examiners0 and Investigators,broad,3010710.0,1.4,,,,33.09,680820.0,0.4,19.84,24.61,31.99,39.76,48.16,410260.0,510190.0,660540.0,820700.0,1000170.0,,
74,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1031,Claims Adjusters0 Examiners0 and Investigators,detailed,2870960.0,1.4,,,,33.15,680940.0,0.4,19.76,24.53,32.11,39.93,48.27,410100.0,510030.0,660790.0,830050.0,1000400.0,,
75,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1032,Insurance Appraisers0 Auto Damage,detailed,130750.0,5.5,,,,31.85,660240.0,0.9,21.36,25.69,30.42,37.41,45.06,440430.0,530430.0,630270.0,770810.0,930720.0,,
76,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1040,Compliance Officers,broad,3170600.0,0.6,,,,35.03,720850.0,0.2,18.71,24.54,33.2,43.88,52.86,380920.0,510050.0,690050.0,910260.0,1090950.0,,
77,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,3170600.0,0.6,,,,35.03,720850.0,0.2,18.71,24.54,33.2,43.88,52.86,380920.0,510050.0,690050.0,910260.0,1090950.0,,
78,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1050,Cost Estimators,broad,2100000.0,0.9,,,,34.31,710350.0,0.3,18.93,24.66,31.37,41.38,53.53,390380.0,510300.0,650250.0,860080.0,1110350.0,,
79,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,2100000.0,0.9,,,,34.31,710350.0,0.3,18.93,24.66,31.37,41.38,53.53,390380.0,510300.0,650250.0,860080.0,1110350.0,,
80,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,7080780.0,0.5,,,,32.79,680200.0,0.2,17.36,22.75,30.02,39.73,51.9,360120.0,470320.0,620440.0,820650.0,1070950.0,,
81,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,6330040.0,0.5,,,,32.58,670760.0,0.2,17.88,22.81,29.77,39.15,50.93,370180.0,470450.0,610920.0,810430.0,1050930.0,,
82,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1074,Farm Labor Contractors,detailed,160.0,10.8,,,,29.84,620060.0,7.9,16.3,18.58,29.77,39.1,46.15,330900.0,380640.0,610910.0,810330.0,950990.0,,
83,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,750580.0,1.9,,,,34.55,710870.0,1.4,9.24,21.59,33.18,45.55,59.8,190230.0,440920.0,690020.0,940740.0,1240380.0,,
84,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,1820050.0,1.0,,,,37.83,780680.0,0.4,21.16,27.44,35.94,46.27,57.88,440020.0,570080.0,740750.0,960240.0,1200400.0,,
85,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,7090750.0,0.7,,,,45.94,950560.0,0.4,23.9,30.8,40.99,54.7,74.19,490700.0,640060.0,850260.0,1130770.0,1540310.0,,
86,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,7090750.0,0.7,,,,45.94,950560.0,0.4,23.9,30.8,40.99,54.7,74.19,490700.0,640060.0,850260.0,1130770.0,1540310.0,,
87,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1120,Meeting0 Convention0 and Event Planners,broad,1170610.0,1.6,,,,26.39,540880.0,0.7,13.75,18.1,24.33,31.67,41.53,280590.0,370640.0,500600.0,650860.0,860390.0,,
88,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1121,Meeting0 Convention0 and Event Planners,detailed,1170610.0,1.6,,,,26.39,540880.0,0.7,13.75,18.1,24.33,31.67,41.53,280590.0,370640.0,500600.0,650860.0,860390.0,,
89,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1130,Fundraisers,broad,810660.0,1.5,,,,30.21,620830.0,0.8,16.12,21.13,27.87,36.84,48.27,330530.0,430940.0,570970.0,760620.0,1000410.0,,
90,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,810660.0,1.5,,,,30.21,620830.0,0.8,16.12,21.13,27.87,36.84,48.27,330530.0,430940.0,570970.0,760620.0,1000410.0,,
91,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1140,Compensation0 Benefits0 and Job Analysis Specialists,broad,890300.0,1.8,,,,33.58,690840.0,0.6,19.3,24.04,31.04,39.86,50.77,400140.0,500000.0,640560.0,820920.0,1050600.0,,
92,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1141,Compensation0 Benefits0 and Job Analysis Specialists,detailed,890300.0,1.8,,,,33.58,690840.0,0.6,19.3,24.04,31.04,39.86,50.77,400140.0,500000.0,640560.0,820920.0,1050600.0,,
93,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1150,Training and Development Specialists,broad,3120450.0,0.7,,,,31.56,650640.0,0.3,15.71,21.48,29.43,39.08,50.1,320680.0,440680.0,610210.0,810290.0,1040200.0,,
94,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,3120450.0,0.7,,,,31.56,650640.0,0.3,15.71,21.48,29.43,39.08,50.1,320680.0,440680.0,610210.0,810290.0,1040200.0,,
95,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1160,Market Research Analysts and Marketing Specialists,broad,6780500.0,0.7,,,,34.41,710570.0,0.4,16.51,22.5,30.67,43.07,58.96,340350.0,460800.0,630790.0,890580.0,1220630.0,,
96,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,6780500.0,0.7,,,,34.41,710570.0,0.4,16.51,22.5,30.67,43.07,58.96,340350.0,460800.0,630790.0,890580.0,1220630.0,,
97,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1198,Project Management Specialists and Business Operations Specialists0 All Other,detailed,102790390.0,0.5,,,,38.57,800220.0,0.3,19.2,26.02,35.37,47.67,61.74,390930.0,540110.0,730570.0,990150.0,1280420.0,,
98,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,207560610.0,0.4,,,,40.03,830260.0,0.3,19.71,25.96,34.59,47.29,65.26,400990.0,530990.0,710950.0,980360.0,1350740.0,,
99,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2010,Accountants and Auditors,broad,102800700.0,0.6,,,,38.23,790520.0,0.3,21.39,26.88,34.4,45.36,59.83,440480.0,550900.0,710550.0,940340.0,1240450.0,,
100,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,102800700.0,0.6,,,,38.23,790520.0,0.3,21.39,26.88,34.4,45.36,59.83,440480.0,550900.0,710550.0,940340.0,1240450.0,,
101,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,560320.0,2.7,,,,30.58,630610.0,1.2,14.98,20.18,27.41,37.82,50.26,310160.0,410980.0,570010.0,780670.0,1040540.0,,
102,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,broad,560320.0,2.7,,,,30.58,630610.0,1.2,14.98,20.18,27.41,37.82,50.26,310160.0,410980.0,570010.0,780670.0,1040540.0,,
103,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,510460.0,1.0,,,,38.61,800300.0,0.4,24.15,29.35,36.8,46.53,56.02,500230.0,610040.0,760540.0,960780.0,1160510.0,,
104,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,510460.0,1.0,,,,38.61,800300.0,0.4,24.15,29.35,36.8,46.53,56.02,500230.0,610040.0,760540.0,960780.0,1160510.0,,
105,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2040,Credit Analysts,broad,730930.0,2.2,,,,40.83,840930.0,1.1,20.88,26.6,35.41,48.97,70.11,430430.0,550320.0,730650.0,1010860.0,1450840.0,,
106,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,730930.0,2.2,,,,40.83,840930.0,1.1,20.88,26.6,35.41,48.97,70.11,430430.0,550320.0,730650.0,1010860.0,1450840.0,,
107,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,2100190.0,1.5,,,,57.35,1190290.0,1.1,20.65,27.78,42.24,74.27,0.0,420950.0,570780.0,870850.0,1540480.0,0.0,,
108,99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,1000050.0,2.3,,,,37.33,770640.0,0.8,20.37,25.72,33.67,45.38,59.77,420360.0,530510.0,700020.0,940390.0,1240320.0,,
